Symbol,type,last_check_time,last_price,dividend_Ex_Date,dividend_yield_Rate,record_Date,announcement_Date,indicated_Annual_Dividend,industry,payment_Date,dividend
TGH,stocks,20240219211028,$49.76,2/29/2024,0.024115755627009645,,2/13/2024,1.2,Diversified Commercial Services,,
DAN,stocks,20240219211030,$13.87,2/29/2024,0.028839221341023794,,2/14/2024,0.4,Auto Parts:O.E.M.,,
SB,stocks,20240219211031,$4.18,2/29/2024,0.04784688995215312,,2/12/2024,0.2,Marine Transportation,,
TT,stocks,20240219211033,$272.96,2/29/2024,0.010990621336459555,,2/07/2024,3.36,Auto Parts:O.E.M.,,
GM,stocks,20240219211034,$38.99,2/29/2024,0.009233136701718388,,1/29/2024,0.48,Auto Manufacturing,,
WD,stocks,20240219211036,$98.86,2/29/2024,0.025490592757434757,,2/14/2024,2.6,Finance: Consumer Services,,
AFGC,stocks,20240219211037,$21.86,2/29/2024,0.05861161939615737,,N/A,1.2812,Property-Casualty Insurers,,
HY,stocks,20240219211039,$71.79,2/29/2024,0.018108371639504107,,2/13/2024,1.3,Construction/Ag Equipment/Trucks,,
BERY,stocks,20240219211040,$59.07,2/29/2024,0.0186219739292365,,2/01/2024,1.1,Plastic Products,,
ESI,stocks,20240219211042,$23.84,2/29/2024,0.013422818791946308,,2/13/2024,0.32,Major Chemicals,,
WMS,stocks,20240219211043,$163.96,2/29/2024,0.0034154671871188098,,2/08/2024,0.56,Containers/Packaging,,
CWEN,stocks,20240219211045,$24.28,2/29/2024,0.06530477759472816,,2/14/2024,1.6132,Electric Utilities: Central,,
CWEN.A,stocks,20240219211046,N/A,2/29/2024,N/A,,2/14/2024,1.6132,N/A,,
HLI,stocks,20240219211048,$131.07,2/29/2024,0.016784924086366067,,2/01/2024,2.2,Investment Managers,,
AGR,stocks,20240219211049,$31.16,2/29/2024,0.05648267008985879,,2/15/2024,1.76,Electric Utilities: Central,,
RZB,stocks,20240219211051,$25.33,2/29/2024,0.056754836162652984,,N/A,1.4376,Life Insurance,,
ASH,stocks,20240219211052,$92.73,2/29/2024,0.0166073546856465,,1/22/2024,1.54,Specialty Chemicals,,
DEC,stocks,20240219211054,$12.09,2/29/2024,N/A,,11/15/2023,3.5,N/A,,
HCC,stocks,20240219211055,$58.79,2/29/2024,0.005443102568464025,,2/12/2024,0.32,Coal Mining,,
JBGS,stocks,20240219211057,$16.54,2/29/2024,0.05441354292623942,,2/14/2024,0.7,Real Estate Investment Trusts,,
CTVA,stocks,20240219211058,$54.68,2/29/2024,0.011704462326261888,,1/26/2024,0.64,Major Chemicals,,
QVCC,stocks,20240219211100,$12.49,2/29/2024,0.12510008006405124,,N/A,1.5625,Catalog/Specialty Distribution,,
AFGE,stocks,20240219211101,$19.61,2/29/2024,0.057368689444161146,,N/A,1.125,Property-Casualty Insurers,,
GRNT,stocks,20240219211103,$6.10,2/29/2024,0.07213114754098361,,2/15/2024,0.44,Blank Checks,,
QVCD,stocks,20240219211104,$12.52,2/29/2024,0.12729632587859424,,N/A,1.5938,Catalog/Specialty Distribution,,
FCRX,stocks,20240219211106,$23.89,2/29/2024,0.052323147760569275,,N/A,1.25,Finance/Investors Services,,
AQNU,stocks,20240219211107,$21.51,2/29/2024,0.18015806601580658,,1/11/2024,3.8752,Electric Utilities: Central,,
KMPB,stocks,20240219211109,$21.95,2/29/2024,0.06691571753986333,,N/A,1.4688,Property-Casualty Insurers,,
APOS,stocks,20240219211110,$27.32,2/29/2024,N/A,,N/A,1.9062,N/A,,
K,stocks,20240219211112,$55.39,2/29/2024,0.040440512727929236,,2/16/2024,2.24,Packaged Foods,,
KLG,stocks,20240219211113,$15.03,2/29/2024,0.04258150365934797,,2/08/2024,0.64,Packaged Foods,,
FGN,stocks,20240219211115,$26.45,2/29/2024,N/A,,N/A,2.1862,N/A,,
DYSL,stocks,20240219211116,$2.70,2/29/2024,N/A,,2/15/2024,0.1,N/A,,
CTGSP,stocks,20240219211118,$1.80,2/29/2024,0.1388888888888889,,1/29/2024,0.25,N/A,,
AFSIA,stocks,20240219211120,$13.00,2/29/2024,0.12980769230769232,,2/05/2024,1.6875,N/A,,
AFSIB,stocks,20240219211121,$12.96,2/29/2024,0.1398533950617284,,2/05/2024,1.8125,N/A,,
AFSIC,stocks,20240219211123,$13.80,2/29/2024,0.13813420289855072,,2/05/2024,1.9062,N/A,,
AFSIP,stocks,20240219211124,$13.07,2/29/2024,0.14345830145371077,,2/05/2024,1.875,N/A,,
AFSIM,stocks,20240219211126,$13.80,2/29/2024,0.14039855072463767,,2/05/2024,1.9375,N/A,,
AFSIN,stocks,20240219211127,$12.805,2/29/2024,0.13568918391253418,,2/05/2024,1.7375,N/A,,
FBAK,stocks,20240219211129,$199.46,2/29/2024,N/A,,1/26/2024,12.8,N/A,,
CPKF,stocks,20240219211130,$18.20,2/29/2024,0.03406593406593407,,1/24/2024,0.62,N/A,,
AMFC,stocks,20240219211132,$19.51,2/29/2024,0.012301383905689389,,1/31/2024,0.24,N/A,,
FREVS,stocks,20240219211133,$16.75,2/29/2024,0.011940298507462687,,1/25/2024,0.2,N/A,,
SBNC,stocks,20240219211135,"$5,400.00",2/29/2024,0.004629629629629629,,1/16/2024,25.0,N/A,,
SBNCM,stocks,20240219211136,$13.01,2/29/2024,0.07071483474250577,,1/16/2024,0.88,N/A,,
SBNCN,stocks,20240219211138,$13.25,2/29/2024,0.06943396226415095,,1/16/2024,0.88,N/A,,
CUPUF,stocks,20240219211139,$10.70,2/29/2024,0.06728971962616823,,2/05/2024,0.72,N/A,,
Symbol,type,last_check_time,last_price,dividend_Ex_Date,dividend_yield_Rate,record_Date,announcement_Date,indicated_Annual_Dividend,industry,payment_Date,dividend
EGIEY,stocks,20240219211230,$8.307,2/29/2024,0.08232430480317804,,N/A,0.562,N/A,,
GTLCL,stocks,20240219211231,$50.00,2/29/2024,0.0675,,1/11/2024,3.375,N/A,,
BWEL,stocks,20240219211233,$590.00,2/29/2024,0.03389830508474576,,1/17/2024,20.0,N/A,,
SLM,stocks,20240219211235,$20.26,3/01/2024,0.02171767028627838,,1/23/2024,0.44,Finance: Consumer Services,,
SLMBP,stocks,20240219211237,$71.92,3/01/2024,0.10363737486095662,,1/23/2024,7.453608,Finance: Consumer Services,,
ULH,stocks,20240219211238,$32.18,3/01/2024,0.013051584835301428,,2/15/2024,0.42,Trucking Freight/Courier Services,,
FF,stocks,20240219211239,$5.97,3/01/2024,0.04020100502512563,,2/06/2024,0.24,Major Chemicals,,
VMC,stocks,20240219211241,$242.46,3/01/2024,0.007093953641837829,,2/09/2024,1.84,Mining & Quarrying of Nonmetallic Minerals (No Fuels),,
NKE,stocks,20240219211242,$106.05,3/01/2024,0.013955681282413956,,2/08/2024,1.48,Shoe Manufacturing,,
VGR,stocks,20240219211244,$11.29,3/01/2024,0.070859167404783,,2/15/2024,0.8, Medicinal Chemicals and Botanical Products ,,
PIPR,stocks,20240219211246,$190.39,3/01/2024,0.012605704081096696,,2/02/2024,2.4,Investment Bankers/Brokers/Service,,
PIPR,stocks,20240219211247,$190.39,3/01/2024,0.012605704081096696,,2/02/2024,2.4,Investment Bankers/Brokers/Service,,
ABR,stocks,20240219211248,$13.12,3/01/2024,0.13109756097560976,,2/16/2024,1.72,Real Estate Investment Trusts,,
IGD,stocks,20240219211250,$5.07,3/01/2024,0.09467455621301775,,2/15/2024,0.48,"Trusts, Except Educational, Religious, and Charitable",,
OC,stocks,20240219211252,$142.23,3/01/2024,0.016874077198903187,,2/01/2024,2.4,Industrial Machinery/Components,,
WSR,stocks,20240219211254,$12.63,3/01/2024,0.03800475059382422,,12/05/2023,0.48,Real Estate Investment Trusts,,
NGVC,stocks,20240219211255,$15.21,3/01/2024,,,2/08/2024,0.4,Food Chains,,
FEI,stocks,20240219211257,$8.59,3/01/2024,0.06984866123399301,,1/22/2024,0.6,Finance/Investors Services,,
FPL,stocks,20240219211258,$6.79,3/01/2024,0.0662739322533137,,1/22/2024,0.45,"Trusts, Except Educational, Religious, and Charitable",,
PAYC,stocks,20240219211300,$194.38,3/01/2024,0.007716843296635457,,2/05/2024,1.5,Computer Software: Prepackaged Software,,
ASIX,stocks,20240219211302,$27.41,3/01/2024,0.02334914264866837,,2/16/2024,0.64,Major Chemicals,,
ASXFY,stocks,20240219211304,$44.464,3/01/2024,0.030193010075566754,,N/A,1.3275,N/A,,
KNYJY,stocks,20240219211305,$24.615,3/01/2024,0.03877115579930936,,N/A,0.9374,N/A,,
BGC,stocks,20240219211309,$7.20,3/04/2024,0.005555555555555556,,2/13/2024,0.04,Investment Bankers/Brokers/Service,,
CASS,stocks,20240219211311,$48.43,3/04/2024,0.024778030146603344,,1/23/2024,1.2,Business Services,,
HWC,stocks,20240219211312,$44.56,3/04/2024,0.026929982046678635,,2/19/2024,1.2,Major Banks,,
HRB,stocks,20240219211314,$47.55,3/04/2024,0.026919032597266038,,1/31/2024,1.28,Other Consumer Services,,
ES,stocks,20240219211315,$58.62,3/04/2024,0.04605936540429888,,1/31/2024,2.86,Electric Utilities: Central,,
BBD,stocks,20240219211316,$2.72,3/04/2024,0.017016176470588232,,N/A,0.0458,Major Banks,,
BBDO,stocks,20240219211318,$2.46,3/04/2024,0.017102439024390244,,2/06/2024,0.0416,Major Banks,,
YUMC,stocks,20240219211319,$40.85,3/04/2024,0.012729498164014688,,2/06/2024,0.64,Restaurants,,
BNCC,stocks,20240219211321,$27.90,3/04/2024,N/A,,2/02/2024,0.0,N/A,,
CSBB,stocks,20240219211322,$40.85,3/04/2024,0.037209302325581395,,2/07/2024,1.56,N/A,,
RPGRY,stocks,20240219211324,$29.94,3/04/2024,0.007173680694722778,,N/A,0.2259,N/A,,
AVT,stocks,20240219211325,$45.47,3/05/2024,0.027270727952496153,,2/15/2024,1.24,Electronic Components,,
FOXA,stocks,20240219211327,$30.56,3/05/2024,0.017015706806282723,,2/06/2024,0.52,Broadcasting,,
FOX,stocks,20240219211328,$28.14,3/05/2024,0.01847903340440654,,2/06/2024,0.52,Broadcasting,,
ODFL,stocks,20240219211330,$432.33,3/05/2024,0.0037008766451553216,,1/31/2024,1.6,Trucking Freight/Courier Services,,
PAHC,stocks,20240219211331,$12.16,3/05/2024,0.039473684210526314,,2/06/2024,0.48,Biotechnology: Pharmaceutical Preparations,,
KGC,stocks,20240219211333,$5.13,3/05/2024,0.023391812865497075,,2/14/2024,0.12,Precious Metals,,
AVY,stocks,20240219211334,$208.67,3/05/2024,0.015526908515838407,,1/31/2024,3.24,Containers/Packaging,,
HAL,stocks,20240219211336,$35.34,3/05/2024,0.01810979060554612,,1/23/2024,0.68,Oilfield Services/Equipment,,
PVH,stocks,20240219211337,$128.08,3/05/2024,0.001171143035602748,,2/07/2024,0.15,Apparel,,
LUV,stocks,20240219211339,$34.21,3/05/2024,0.021046477638117508,,1/31/2024,0.72,Air Freight/Delivery Services,,
CI,stocks,20240219211340,$339.20,3/05/2024,0.014504716981132076,,2/02/2024,5.6,Medical Specialities,,
FUN,stocks,20240219211342,$41.79,3/05/2024,0.028715003589375447,,2/15/2024,1.2,Services-Misc. Amusement & Recreation,,
NPO,stocks,20240219211343,$164.91,3/05/2024,0.007034139833848765,,2/15/2024,1.2,Metal Fabrications,,
FNB,stocks,20240219211345,$13.50,3/05/2024,0.035555555555555556,,2/13/2024,0.48,Major Banks,,
PJT,stocks,20240219211346,$103.53,3/05/2024,0.009659036028204384,,2/06/2024,1.0,Investment Managers,,
LBRT,stocks,20240219211348,$20.74,3/05/2024,0.013500482160077147,,1/23/2024,0.28,Oilfield Services/Equipment,,
CBFC,stocks,20240219211349,$30.00,3/05/2024,0.04,,2/14/2024,1.2,N/A,,
Symbol,type,last_check_time,last_price,dividend_Ex_Date,dividend_yield_Rate,record_Date,announcement_Date,indicated_Annual_Dividend,industry,payment_Date,dividend
OGFGY,stocks,20240219211440,$5.30,3/05/2024,0.038860377358490565,,N/A,0.2871,N/A,,
CBSH,stocks,20240219211441,$51.81,3/06/2024,0.020845396641574986,,2/02/2024,1.08,Major Banks,,
LANC,stocks,20240219211443,$192.16,3/06/2024,0.018734388009991675,,2/14/2024,3.6,Packaged Foods,,
NRIM,stocks,20240219211444,$54.21,3/06/2024,0.04427227448810182,,1/25/2024,2.4,Savings Institutions,,
KIM,stocks,20240219211446,$19.77,3/06/2024,,,2/08/2024,0.96,Real Estate Investment Trusts,,
BLK,stocks,20240219211447,$798.05,3/06/2024,0.02506108639809536,,1/10/2024,20.4,Investment Bankers/Brokers/Service,,
AAT,stocks,20240219211448,$21.99,3/06/2024,0.060027285129604376,,2/06/2024,1.34,Real Estate Investment Trusts,,
MOS,stocks,20240219211450,$30.14,3/06/2024,0.026542800265428004,,12/15/2023,0.84,Agricultural Chemicals,,
EPC,stocks,20240219211451,$38.87,3/06/2024,0.015436068947774634,,2/01/2024,0.6,Package Goods/Cosmetics,,
DNB,stocks,20240219211453,$10.85,3/06/2024,0.018433179723502304,,2/08/2024,0.2,Finance: Consumer Services,,
VNT,stocks,20240219211455,$38.63,3/06/2024,0.0025886616619207868,,2/16/2024,0.1,Industrial Machinery/Components,,
AUBN,stocks,20240219211456,$20.86,3/07/2024,0.051773729626078624,,2/13/2024,1.08,Major Banks,,
ADP,stocks,20240219211457,$252.05,3/07/2024,0.02221781392580837,,1/10/2024,5.6,EDP Services,,
BHFAP,stocks,20240219211459,$23.90,3/07/2024,0.06903765690376569,,2/15/2024,1.65,Life Insurance,,
BHFAO,stocks,20240219211500,$24.53,3/07/2024,0.06879331430900937,,2/15/2024,1.6875,Life Insurance,,
BHFAM,stocks,20240219211502,$16.29,3/07/2024,0.07098219766728055,,2/15/2024,1.15625,Life Insurance,,
BHFAN,stocks,20240219211503,$19.30,3/07/2024,0.06962694300518135,,2/15/2024,1.34375,Life Insurance,,
CME,stocks,20240219211504,$211.02,3/07/2024,0.020851104160743057,,2/08/2024,4.4,Investment Bankers/Brokers/Service,,
COLM,stocks,20240219211506,$81.73,3/07/2024,0.014682491129328274,,1/26/2024,1.2,Apparel,,
EXPO,stocks,20240219211508,$77.90,3/07/2024,0.013350449293966624,,2/01/2024,1.04,Professional Services,,
FATBP,stocks,20240219211509,$14.9503,3/07/2024,0.13795709785087926,,2/06/2024,2.0625,Restaurants,,
JKHY,stocks,20240219211511,$174.08,3/07/2024,0.011948529411764705,,2/09/2024,2.08,Retail: Computer Software & Peripheral Equipment,,
MAIN,stocks,20240219211512,$44.83,3/07/2024,0.06424269462413562,,11/01/2023,2.82,Finance/Investors Services,,
MNRO,stocks,20240219211513,$32.60,3/07/2024,0.0343558282208589,,2/08/2024,1.12,Automotive Aftermarket,,
NTRS,stocks,20240219211515,$80.80,3/07/2024,0.03712871287128713,,1/17/2024,3.0,Major Banks,,
PCH,stocks,20240219211516,$44.75,3/07/2024,0.04022346368715084,,2/09/2024,1.8,Real Estate Investment Trusts,,
SAMG,stocks,20240219211518,$16.50,3/07/2024,0.04606060606060606,,2/13/2024,0.76,Investment Managers,,
KHC,stocks,20240219211519,$34.97,3/07/2024,0.04575350300257364,,2/14/2024,1.6,Packaged Foods,,
AME,stocks,20240219211521,$173.74,3/07/2024,0.005755726948313572,,2/09/2024,1.12,Industrial Machinery/Components,,
BDX,stocks,20240219211523,$239.96,3/07/2024,0.01583597266211035,,1/23/2024,3.8,Medical/Dental Instruments,,
KMB,stocks,20240219211524,$118.79,3/07/2024,0.039733984342116335,,1/24/2024,4.88,Containers/Packaging,,
OXY,stocks,20240219211525,$60.11,3/07/2024,0.011978040259524205,,2/08/2024,0.88,Oil & Gas Production,,
PEG,stocks,20240219211527,$59.60,3/07/2024,0.03825503355704698,,2/13/2024,2.4,Power Generation,,
WY,stocks,20240219211528,$33.42,3/07/2024,,,2/08/2024,0.8,Real Estate Investment Trusts,,
WMB,stocks,20240219211530,$34.19,3/07/2024,0.052354489616847036,,1/30/2024,1.9,Natural Gas Distribution,,
BF.A,stocks,20240219211532,N/A,3/07/2024,,,1/23/2024,0.8712,N/A,,
BF.B,stocks,20240219211533,N/A,3/07/2024,,,1/23/2024,0.8712,N/A,,
TRV,stocks,20240219211535,$219.02,3/07/2024,0.018263172313030773,,1/19/2024,4.0,Property-Casualty Insurers,,
UNF,stocks,20240219211536,$173.55,3/07/2024,0.007605877268798617,,1/08/2024,1.32,Other Consumer Services,,
TEX,stocks,20240219211538,$56.87,3/07/2024,0.011957095129242132,,2/08/2024,0.68,Construction/Ag Equipment/Trucks,,
SPG,stocks,20240219211539,$148.00,3/07/2024,0.05135135135135135,,2/05/2024,7.8,Real Estate Investment Trusts,,
RS,stocks,20240219211540,$332.34,3/07/2024,0.012035866883312272,,2/13/2024,4.4,Metal Fabrications,,
LAD,stocks,20240219211542,$304.28,3/07/2024,0.006572893387669252,,2/14/2024,2.0,Other Specialty Stores,,
UVE,stocks,20240219211543,$17.40,3/07/2024,,,2/08/2024,0.64,Property-Casualty Insurers,,
NVS,stocks,20240219211545,$99.63,3/07/2024,N/A,,2/12/2024,3.7772,Biotechnology: Pharmaceutical Preparations,,
ELV,stocks,20240219211546,$508.83,3/07/2024,0.011634534127311675,,1/23/2024,6.52,Medical Specialities,,
CNO,stocks,20240219211548,$27.48,3/07/2024,0.021834061135371178,,2/13/2024,0.6,Accident &Health Insurance,,
KOP,stocks,20240219211550,$52.25,3/07/2024,0.004593301435406699,,2/14/2024,0.28,Forest Products,,
MAIN,stocks,20240219211551,$44.83,3/07/2024,0.06424269462413562,,11/01/2023,2.88,Finance/Investors Services,,
STNG,stocks,20240219211553,$70.38,3/07/2024,0.019892014776925263,,2/13/2024,1.6,Marine Transportation,,
FAF,stocks,20240219211554,$60.23,3/07/2024,0.035198406109912005,,1/30/2024,2.12,Specialty Insurers,,
Symbol,type,last_check_time,last_price,dividend_Ex_Date,dividend_yield_Rate,record_Date,announcement_Date,indicated_Annual_Dividend,industry,payment_Date,dividend
ECC,stocks,20240219211645,$9.97,3/07/2024,,,11/08/2023,1.68,"Trusts, Except Educational, Religious, and Charitable",,
ITT,stocks,20240219211646,$124.92,3/07/2024,0.009285943003522253,,2/08/2024,1.276,Fluid Controls,,
SNDR,stocks,20240219211648,$24.14,3/07/2024,0.014913007456503728,,1/29/2024,0.38,Trucking Freight/Courier Services,,
KNX,stocks,20240219211649,$58.19,3/07/2024,0.009623646674686374,,2/02/2024,0.64,Trucking Freight/Courier Services,,
EIC,stocks,20240219211650,$15.74,3/07/2024,0.15247776365946633,,11/08/2023,2.4,Finance/Investors Services,,
KTB,stocks,20240219211652,$62.81,3/07/2024,0.031842063365706094,,2/16/2024,2.0,Apparel,,
ECCC,stocks,20240219211653,$22.04,3/07/2024,0.07372976406533575,,11/08/2023,1.625,"Trusts, Except Educational, Religious, and Charitable",,
EICA,stocks,20240219211655,$23.41,3/07/2024,0.053396155489107214,,11/08/2023,1.25,Finance/Investors Services,,
ECCF,stocks,20240219211656,$25.35,3/07/2024,0.0665680473372781,,2/13/2024,1.6876,N/A,,
EICB,stocks,20240219211658,$25.00,3/07/2024,0.07750032,,11/08/2023,1.9375,N/A,,
SOCGM,stocks,20240219211659,$25.30,3/07/2024,0.05928853754940711,,1/24/2024,1.5,N/A,,
SOCGP,stocks,20240219211701,$25.25,3/07/2024,0.0594059405940594,,1/24/2024,1.5,N/A,,
SOME,stocks,20240219211702,$40.90,3/07/2024,0.040097799511002445,,2/15/2024,1.64,N/A,,
CNLPL,stocks,20240219211704,$51.84,3/07/2024,0.0625,,12/19/2023,3.24,N/A,,
CNTHO,stocks,20240219211705,$43.15,3/07/2024,0.061181923522595605,,1/09/2024,2.64,N/A,,
HFBA,stocks,20240219211707,$28.45,3/07/2024,0.028822495606326888,,1/23/2024,0.82,N/A,,
PZCUY,stocks,20240219211708,$2.65,3/07/2024,0.06017283018867924,,N/A,0.0666,N/A,,
SHTLF,stocks,20240219211710,$1.91,3/07/2024,0.033507853403141365,,N/A,0.008,N/A,,
SOUHY,stocks,20240219211711,$9.69,3/07/2024,0.030381836945304438,,N/A,0.0368,N/A,,
GROW,stocks,20240219211713,$2.60,3/08/2024,0.03461538461538461,,12/08/2023,0.09,Investment Managers,,
UMBF,stocks,20240219211714,$82.69,3/08/2024,0.018865642762123595,,1/30/2024,1.56,Major Banks,,
VCTR,stocks,20240219211715,$36.53,3/08/2024,0.035039693402682724,,2/08/2024,1.28,Investment Managers,,
VFC,stocks,20240219211717,$17.05,3/08/2024,0.021114369501466276,,2/06/2024,0.36,Apparel,,
OMC,stocks,20240219211719,$87.03,3/08/2024,0.032172813972193494,,2/15/2024,2.8,Advertising,,
FDX,stocks,20240219211720,$236.52,3/08/2024,0.0213089802130898,,2/16/2024,5.04,Air Freight/Delivery Services,,
CMP,stocks,20240219211722,$22.75,3/08/2024,0.026373626373626374,,2/15/2024,0.6,Mining & Quarrying of Nonmetallic Minerals (No Fuels),,
G,stocks,20240219211723,$35.93,3/08/2024,0.015307542443640413,,2/08/2024,0.61,Professional Services,,
SR,stocks,20240219211724,$60.03,3/08/2024,0.050308179243711476,,1/26/2024,3.02,Oil/Gas Transmission,,
CMXHF,stocks,20240219211726,$187.55,3/08/2024,0.013756331644894695,,N/A,2.38,N/A,,
TRUX,stocks,20240219211727,$63.70,3/08/2024,0.023861852433281004,,1/25/2024,1.72,N/A,,
TRUX,stocks,20240219211728,$63.70,3/08/2024,0.023861852433281004,,1/25/2024,1.72,N/A,,
LPLA,stocks,20240219211730,$257.46,3/11/2024,0.004660918200885575,,1/30/2024,1.2,Investment Bankers/Brokers/Service,,
PFG,stocks,20240219211731,$80.94,3/11/2024,0.033110946380034596,,2/09/2024,2.68,Accident &Health Insurance,,
SBLK,stocks,20240219211733,$22.17,3/11/2024,0.03969327920613441,,2/12/2024,0.88,Marine Transportation,,
HL,stocks,20240219211734,$3.62,3/11/2024,0.006906077348066299,,2/14/2024,0.025,Precious Metals,,
MMI,stocks,20240219211736,$39.96,3/11/2024,0.012512512512512512,,2/09/2024,0.5,Real Estate,,
GAMI,stocks,20240219211737,$18.97,3/11/2024,0.008434370057986295,,2/06/2024,0.16,N/A,,
CSLLY,stocks,20240219211739,$93.10,3/11/2024,0.012781954887218045,,N/A,1.09,N/A,,
LRCX,stocks,20240219211740,$913.78,3/12/2024,0.00875484252227013,,2/07/2024,8.0,Industrial Machinery/Components,,
NWSA,stocks,20240219211741,$26.50,3/12/2024,0.007547169811320755,,2/07/2024,0.2,Newspapers/Magazines,,
NWS,stocks,20240219211743,$27.67,3/12/2024,0.007228044813877846,,2/07/2024,0.2,Newspapers/Magazines,,
REG,stocks,20240219211744,$61.24,3/12/2024,0.043762246897452645,,2/07/2024,2.68,Real Estate Investment Trusts,,
TXRH,stocks,20240219211746,$133.89,3/12/2024,0.01643139890955262,,2/14/2024,2.2,Restaurants,,
NJR,stocks,20240219211747,$42.35,3/12/2024,0.0396694214876033,,1/24/2024,1.68,Oil/Gas Transmission,,
MCY,stocks,20240219211749,$46.18,3/12/2024,0.027501082719792118,,2/13/2024,1.27,Property-Casualty Insurers,,
RFI,stocks,20240219211751,$11.87,3/12/2024,0.08087615838247683,,12/12/2023,0.96,Investment Managers,,
AEE,stocks,20240219211752,$69.54,3/12/2024,0.0362381363244176,,2/09/2024,2.68,Power Generation,,
RQI,stocks,20240219211754,$11.79,3/12/2024,0.08142493638676845,,12/12/2023,0.96,"Trusts, Except Educational, Religious, and Charitable",,
RNP,stocks,20240219211755,$20.19,3/12/2024,0.08083209509658246,,12/12/2023,1.632,Investment Managers,,
UTF,stocks,20240219211756,$21.75,3/12/2024,0.08551724137931035,,12/12/2023,1.86,Finance Companies,,
FOF,stocks,20240219211758,$11.12,3/12/2024,0.09388489208633094,,12/12/2023,1.044,Investment Managers,,
Symbol,type,last_check_time,last_price,dividend_Ex_Date,dividend_yield_Rate,record_Date,announcement_Date,indicated_Annual_Dividend,industry,payment_Date,dividend
SAR,stocks,20240219211848,$23.60,3/12/2024,0.12203389830508474,,2/15/2024,2.92,Investment Managers,,
PSF,stocks,20240219211850,$19.33,3/12/2024,0.07822038282462494,,12/12/2023,1.512,Investment Managers,,
LDP,stocks,20240219211851,$19.45,3/12/2024,0.08082262210796916,,12/12/2023,1.572,Finance Companies,,
ESNT,stocks,20240219211853,$53.47,3/12/2024,0.018702075930428278,,2/09/2024,1.12,Property-Casualty Insurers,,
HPQ,stocks,20240219211855,$29.03,3/12/2024,0.03797450912848777,,1/30/2024,1.1024,Computer Manufacturing,,
RA,stocks,20240219211856,$12.95,3/12/2024,0.10934362934362934,,12/29/2023,1.416,Investment Managers,,
PTA,stocks,20240219211858,$18.84,3/12/2024,0.08535031847133759,,12/12/2023,1.608,"Trusts, Except Educational, Religious, and Charitable",,
FRT,stocks,20240219211859,$102.21,3/12/2024,0.042657274239311226,,2/12/2024,4.36,Real Estate Investment Trusts,,
RLTY,stocks,20240219211901,$14.32,3/12/2024,0.09217877094972067,,12/12/2023,1.32,Investment Managers,,
BN,stocks,20240219211902,$40.53,3/12/2024,0.00690846286701209,,2/08/2024,0.32,Building operators,,
LOGN,stocks,20240219211904,$31.03,3/12/2024,0.05800837898807606,,2/14/2024,1.8,N/A,,
CABGY,stocks,20240219211905,$26.90,3/12/2024,0.019528423791821563,,N/A,0.5255,N/A,,
MEOH,stocks,20240219211907,$46.77,3/13/2024,0.01582210818901005,,2/01/2024,0.74,N/A,,
NDAQ,stocks,20240219211908,$55.49,3/13/2024,0.015858713281672373,,2/19/2024,0.88,Investment Bankers/Brokers/Service,,
JSM,stocks,20240219211910,$20.73,3/13/2024,0.0723589001447178,,2/19/2024,1.5,Finance: Consumer Services,,
BCV,stocks,20240219211911,$15.81,3/13/2024,0.08096141682479444,,2/14/2024,1.28,Finance/Investors Services,,
ECF,stocks,20240219211912,$8.17,3/13/2024,0.06364749082007344,,2/14/2024,0.52,Finance/Investors Services,,
GGN,stocks,20240219211914,$3.69,3/13/2024,0.0975609756097561,,11/16/2023,0.36,Finance/Investors Services,,
GLU,stocks,20240219211915,$13.30,3/13/2024,0.09022556390977443,,11/16/2023,1.2,Finance/Investors Services,,
MDU,stocks,20240219211917,$20.85,3/13/2024,0.023980815347721823,,2/15/2024,0.5,Mining & Quarrying of Nonmetallic Minerals (No Fuels),,
AIG,stocks,20240219211918,$70.30,3/13/2024,0.020483641536273117,,2/13/2024,1.44,Life Insurance,,
VSH,stocks,20240219211920,$22.30,3/13/2024,0.017937219730941704,,2/15/2024,0.4,Industrial Machinery/Components,,
GAB,stocks,20240219211922,$5.36,3/13/2024,0.11194029850746268,,2/14/2024,0.6,Investment Managers,,
SITC,stocks,20240219211923,$14.31,3/13/2024,,,2/13/2024,0.52,Real Estate Investment Trusts,,
RYN,stocks,20240219211924,$33.55,3/13/2024,,,2/15/2024,1.14,Real Estate Investment Trusts,,
GGT,stocks,20240219211926,$5.39,3/13/2024,0.163265306122449,,2/14/2024,0.88,"Trusts, Except Educational, Religious, and Charitable",,
GCV,stocks,20240219211927,$3.71,3/13/2024,0.1293800539083558,,2/14/2024,0.48,Finance/Investors Services,,
NOV,stocks,20240219211929,$17.54,3/13/2024,0.011402508551881414,,2/15/2024,0.2,Metal Fabrications,,
GUT,stocks,20240219211930,$5.47,3/13/2024,0.10968921389396709,,11/16/2023,0.6,"Trusts, Except Educational, Religious, and Charitable",,
GDV,stocks,20240219211932,$22.10,3/13/2024,0.05972850678733031,,11/16/2023,1.32,Investment Managers,,
GDL,stocks,20240219211933,$7.87,3/13/2024,0.06099110546378653,,2/14/2024,0.48,Investment Managers,,
GRX,stocks,20240219211935,$9.82,3/13/2024,0.06109979633401222,,2/14/2024,0.6,Finance/Investors Services,,
FNV,stocks,20240219211936,$110.34,3/13/2024,0.012325539242341853,,1/30/2024,1.44,Precious Metals,,
